id,title,year,release_month,genres,duration,country,language,directors,writers,actors,production_company,imdb_score,votes,budget,world_wide_boxoffice,metascore,profit,profit_margin
97235,The Dream Team,1989,4,"['Comedy', 'Crime', 'Thriller']",113,Usa,English,['Howard Zieff'],"['Jon Connolly', 'David Loucka']","['Michael Keaton', 'Christopher Lloyd', 'Peter Boyle', 'Stephen Furst', 'Dennis Boutsikaris']",Universal Pictures,6.5,12539,15000000,28890240,54,13890240,0.93
97236,Dream a Little Dream,1989,3,"['Comedy', 'Drama', 'Romance']",114,Usa,English,['Marc Rocco'],"['Daniel Jay Franklin', 'Daniel Jay Franklin']","['Jason Robards', 'Corey Feldman', 'Piper Laurie', 'Meredith Salenger', 'Harry Dean Stanton']",Lightning Pictures,5.9,6216,,5552441,32,,
97239,Driving Miss Daisy,1989,3,['Drama'],99,Usa,English,['Bruce Beresford'],"['Alfred Uhry', 'Alfred Uhry']","['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd', 'Patti Lupone', 'Esther Rolle']",The Zanuck Company,7.3,97002,7500000,145793296,81,138293296,18.44
97240,Drugstore Cowboy,1989,2,"['Crime', 'Drama']",101,Usa,English,['Gus Van Sant'],"['James Fogle', 'Gus Van Sant']","['Matt Dillon', 'Kelly Lynch', 'James Le Gros', 'Heather Graham', 'Eric Hull']",Avenue Pictures,7.3,31790,2500000,4729352,82,2229352,0.89
97243,A Dry White Season,1989,9,"['Drama', 'Thriller']",106,Usa,Afrikaans,['Euzhan Palcy'],"['André P. Brink', 'Colin Welland']","['Donald Sutherland', 'Janet Suzman', 'Zakes Mokae', 'Jürgen Prochnow', 'Susan Sarandon']",Davros Films,7.0,4943,9000000,3766879,68,-5233121,-0.58
97257,Earth Girls Are Easy,1988,5,"['Comedy', 'Musical', 'Romance']",100,Uk,English,['Julien Temple'],"['Julie Brown', 'Charlie Coffey']","['Geena Davis', 'Jeff Goldblum', 'Jim Carrey', 'Damon Wayans', 'Julie Brown']",De Laurentiis Entertainment Group (Deg),5.4,19858,10000000,3916303,66,-6083697,-0.61
97322,The Fabulous Baker Boys,1989,3,"['Comedy', 'Drama', 'Music']",114,Usa,English,['Steve Kloves'],['Steve Kloves'],"['Jeff Bridges', 'Michelle Pfeiffer', 'Beau Bridges', 'Ellie Raab', 'Xander Berkeley']",Gladden Entertainment,6.8,21402,13000000,18428904,85,5428904,0.42
97351,Field of Dreams,1989,5,"['Drama', 'Family', 'Fantasy']",107,Usa,English,['Phil Alden Robinson'],"['W.P. Kinsella', 'Phil Alden Robinson']","['Kevin Costner', 'Amy Madigan', 'Gaby Hoffmann', 'Ray Liotta', 'Timothy Busfield']",Gordon Company,7.5,105994,,84431625,57,,
97366,Fletch Lives,1989,6,"['Comedy', 'Crime', 'Mystery']",95,Usa,English,['Michael Ritchie'],"['Gregory Mcdonald', 'Leon Capetanos']","['Chevy Chase', 'Hal Holbrook', 'Julianne Phillips', 'R. Lee Ermey', 'Richard Libertini']",Universal Pictures,6.1,19281,8000000,39450960,40,31450960,3.93
97368,The Fly II,1989,4,"['Drama', 'Horror', 'Sci-Fi']",105,Usa,English,['Chris Walas'],"['Mick Garris', 'Jim Wheat']","['Eric Stoltz', 'Daphne Zuniga', 'Lee Richardson', 'John Getz', 'Frank C. Turner']",Brooksfilms,5.1,20933,,38903179,36,,
97388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,7,"['Adventure', 'Horror', 'Thriller']",100,Canada,English,['Rob Hedden'],"['Rob Hedden', 'Victor Miller']","['Todd Caldecott', 'Tiffany Paulsen', 'Tim Mirkovich', 'Kane Hodder', 'Jensen Daggett']",Paramount Pictures,4.6,32552,5000000,14343976,14,9343976,1.87
97428,Ghostbusters II,1989,12,"['Action', 'Comedy', 'Fantasy']",108,Usa,English,['Ivan Reitman'],"['Dan Aykroyd', 'Harold Ramis']","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis']",Columbia Pictures,6.6,179242,37000000,215394738,56,178394738,4.82
97438,Gleaming the Cube,1989,1,"['Action', 'Drama', 'Mystery']",100,Usa,English,['Graeme Clifford'],['Michael Tolkin'],"['Christian Slater', 'Steven Bauer', 'Richard Herd', 'Le Tuan', 'Min Luong']",David Foster Productions,6.3,6977,10000000,2777280,40,-7222720,-0.72
97441,Glory,1989,2,"['Biography', 'Drama', 'History']",122,Usa,English,['Edward Zwick'],"['Kevin Jarre', 'Lincoln Kirstein']","['Matthew Broderick', 'Denzel Washington', 'Cary Elwes', 'Morgan Freeman', 'Jihmi Kennedy']",Tristar Pictures,7.8,118841,18000000,26979166,78,8979166,0.5
97457,Great Balls of Fire!,1989,6,"['Biography', 'Drama', 'Music']",108,Usa,English,['Jim Mcbride'],"['Myra Lewis', 'Murray Silver Jr.']","['Dennis Quaid', 'Winona Ryder', 'John Doe', 'Stephen Tobolowsky', 'Trey Wilson']",Orion Pictures,6.3,15170,,13741060,49,,
97474,Halloween 5: The Revenge of Michael Myers,1989,10,"['Horror', 'Thriller']",96,Usa,English,['Dominique Othenin-Girard'],"['John Carpenter', 'Debra Hill']","['Donald Pleasence', 'Danielle Harris', 'Ellie Cornell', 'Beau Starr', 'Jeffrey Landman']",Magnum Pictures Inc.,5.2,33586,5000000,11642254,28,6642254,1.33
97481,Harlem Nights,1989,11,"['Comedy', 'Crime', 'Drama']",116,Usa,English,['Eddie Murphy'],['Eddie Murphy'],"['Eddie Murphy', 'Richard Pryor', 'Redd Foxx', 'Danny Aiello', 'Michael Lerner']",Eddie Murphy Productions,6.1,19829,30000000,60864870,16,30864870,1.03
97493,Heathers,1989,3,"['Comedy', 'Crime']",103,Usa,English,['Michael Lehmann'],['Daniel Waters'],"['Winona Ryder', 'Christian Slater', 'Shannen Doherty', 'Lisanne Falk', 'Kim Walker']",New World Pictures,7.2,86055,3000000,1163969,72,-1836031,-0.61
97499,Henry V,1989,11,"['Action', 'Biography', 'Drama']",137,Uk,English,['Kenneth Branagh'],"['William Shakespeare', 'Kenneth Branagh']","['Derek Jacobi', 'Kenneth Branagh', 'Simon Shepherd', 'James Larkin', 'Brian Blessed']",Renaissance Films,7.5,27773,9000000,10161099,83,1161099,0.13
97500,Her Alibi,1989,9,"['Comedy', 'Crime', 'Mystery']",94,Usa,English,['Bruce Beresford'],['Charlie Peters'],"['Tom Selleck', 'Paulina Porizkova', 'William Daniels', 'James Farentino', 'Hurd Hatfield']",Warner Bros.,5.8,6690,,18699037,24,,
97523,"Honey, I Shrunk the Kids",1989,,"['Adventure', 'Comedy', 'Family']",93,Usa,English,['Joe Johnston'],"['Stuart Gordon', 'Brian Yuzna']","['Rick Moranis', 'Matt Frewer', 'Marcia Strassman', 'Kristine Sutherland', 'Thomas Wilson Brown']",Walt Disney Pictures,6.4,139632,18000000,222724172,63,204724172,11.37
97576,Indiana Jones and the Last Crusade,1989,10,"['Action', 'Adventure']",127,Usa,English,['Steven Spielberg'],"['Jeffrey Boam', 'George Lucas']","['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody', 'John Rhys-Davies']",Paramount Pictures,8.2,676976,48000000,474310887,65,426310887,8.88
97579,An Innocent Man,1989,4,"['Action', 'Crime', 'Drama']",113,Usa,English,['Peter Yates'],['Larry Brothers'],"['Tom Selleck', 'F. Murray Abraham', 'Laila Robins', 'David Rasche', 'Richard Young']",Interscope Communications,6.5,6017,,20047604,39,,
97637,K-9,1989,4,"['Action', 'Comedy', 'Crime']",101,Usa,English,['Rod Daniel'],"['Steven Siegel', 'Scott Myers']","['Jim Belushi', 'Mel Harris', 'Kevin Tighe', ""Ed O'Neill"", 'Rando']",Gordon Company,6.0,30989,17000000,78247647,44,61247647,3.6
97647,The Karate Kid Part III,1989,8,"['Action', 'Drama', 'Family']",112,Usa,English,['John G. Avildsen'],"['Robert Mark Kamen', 'Robert Mark Kamen']","['Ralph Macchio', 'Pat Morita', 'Robyn Lively', 'Thomas Ian Griffith', 'Martin Kove']",Columbia Pictures,5.2,47952,,38956288,36,,
97659,Kickboxer,1989,11,"['Action', 'Sport', 'Thriller']",97,Usa,English,"['Mark Disalle', 'David Worth']","['Mark Disalle', 'Glenn A. Bruce']","['Jean-Claude Van Damme', 'Dennis Alexio', 'Dennis Chan', 'Michel Qissi', 'Haskell V. Anderson Iii']",Kings Road Entertainment,6.5,48938,1500000,14697005,33,13197005,8.8
97662,Kill Me Again,1989,10,"['Action', 'Crime', 'Drama']",94,Usa,English,['John Dahl'],"['John Dahl', 'David W. Warfield']","['Pat Mulligan', 'Nick Dimitri', 'Michael Madsen', 'Joanne Whalley', 'Robert Schuch']",Incorporated Television Company (Itc),6.3,4387,4000000,283694,61,-3716306,-0.93
97722,Lean on Me,1989,3,['Drama'],108,Usa,English,['John G. Avildsen'],['Michael Schiffer'],"['Morgan Freeman', 'Beverly Todd', 'Robert Guillaume', 'Alan North', 'Lynne Thigpen']",Norman Twain Productions,7.4,17758,10000000,31906454,58,21906454,2.19
97731,Let It Ride,1989,8,"['Comedy', 'Action']",90,Usa,English,['Joe Pytka'],"['Jay Cronley', 'Nancy Dowd']","['Richard Dreyfuss', 'David Johansen', 'Teri Garr', 'Jennifer Tilly', 'Allen Garfield']",Hialeah Park Studios,6.8,5031,18000000,4973285,33,-13026715,-0.72
97733,Lethal Weapon 2,1989,9,"['Action', 'Crime', 'Thriller']",114,Usa,English,['Richard Donner'],"['Jeffrey Boam', 'Shane Black']","['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Joss Ackland', ""Derrick O'Connor""]",Warner Bros.,7.2,158884,28000000,227853986,70,199853986,7.14
97737,Leviathan,1989,9,"['Adventure', 'Horror', 'Mystery']",98,Usa,English,['George P. Cosmatos'],"['David Webb Peoples', 'David Webb Peoples']","['Peter Weller', 'Richard Crenna', 'Amanda Pays', 'Daniel Stern', 'Ernie Hudson']",Filmauro,5.8,18231,25000000,15704614,51,-9295386,-0.37
97742,Licence to Kill,1989,7,"['Action', 'Adventure', 'Thriller']",133,Uk,English,['John Glen'],"['Michael G. Wilson', 'Richard Maibaum']","['Timothy Dalton', 'Carey Lowell', 'Robert Davi', 'Talisa Soto', 'Anthony Zerbe']",Danjaq,6.6,92408,32000000,156167015,58,124167015,3.88
97757,The Little Mermaid,1989,12,"['Animation', 'Family', 'Fantasy']",83,Usa,English,"['Ron Clements', 'John Musker']","['John Musker', 'Ron Clements']","['Rene Auberjonois', 'Christopher Daniel Barnes', 'Jodi Benson', 'Pat Carroll', 'Paddi Edwards']",Walt Disney Pictures,7.6,231653,40000000,274191153,88,234191153,5.85
97770,Lock Up,1989,12,"['Action', 'Crime', 'Drama']",109,Usa,English,['John Flynn'],"['Richard Smith', 'Jeb Stuart']","['Sylvester Stallone', 'Donald Sutherland', 'John Amos', 'Sonny Landham', 'Tom Sizemore']",White Eagle,6.4,37474,24000000,22099847,52,-1900153,-0.08
97778,Look Who's Talking,1989,10,['Comedy'],93,Usa,English,['Amy Heckerling'],['Amy Heckerling'],"['John Travolta', 'Kirstie Alley', 'Olympia Dukakis', 'George Segal', 'Abe Vigoda']",Tristar Pictures,5.9,76037,7500000,296999813,51,289499813,38.6
97814,Majo no takkyûbin,1989,4,"['Animation', 'Adventure', 'Drama']",103,Japan,Japanese,['Hayao Miyazaki'],"['Eiko Kadono', 'Hayao Miyazaki']","['Minami Takayama', 'Rei Sakuma', 'Kappei Yamaguchi', 'Keiko Toda', 'Mieko Nobusawa']",Kiki'S Delivery Service Production Committee,7.8,118006,,10150365,83,,
97815,Major League,1989,8,"['Comedy', 'Sport']",107,Usa,English,['David S. Ward'],['David S. Ward'],"['Tom Berenger', 'Charlie Sheen', 'Corbin Bernsen', 'Margaret Whitton', 'James Gammon']",Mirage Enterprises,7.2,60804,11000000,49797148,62,38797148,3.53
97880,The Mighty Quinn,1989,2,"['Action', 'Crime', 'Drama']",98,Usa,English,['Carl Schenkel'],"['Albert Z. Carr', 'Hampton Fancher']","['Denzel Washington', 'James Fox', 'Mimi Rogers', 'M. Emmet Walsh', 'Sheryl Lee Ralph']",A&M Films,6.0,4956,,4557214,71,,
97910,Moon 44,1990,2,"['Action', 'Sci-Fi', 'Thriller']",98,West Germany,English,['Roland Emmerich'],"['Dean Heyde', 'Oliver Eberle']","['Michael Paré', 'Lisa Eichhorn', 'Dean Devlin', 'Brian Thompson', 'Malcolm Mcdowell']",Centropolis Film Productions,5.1,4617,,,39,,
97937,My Left Foot: The Story of Christy Brown,1989,4,"['Biography', 'Drama']",103,Ireland,English,['Jim Sheridan'],"['Shane Connaughton', 'Jim Sheridan']","['Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan', 'Kirsten Sheridan', 'Declan Croghan']",Ferndale Films,7.9,66258,,14743391,97,,
97940,Mystery Train,1989,10,"['Comedy', 'Crime', 'Drama']",110,Japan,English,['Jim Jarmusch'],['Jim Jarmusch'],"['Masatoshi Nagase', 'Yûki Kudô', ""Screamin' Jay Hawkins"", 'Cinqué Lee', 'Rufus Thomas']",Jvc Entertainment Networks,7.6,24961,2800000,1544973,80,-1255027,-0.45
97958,National Lampoon's Christmas Vacation,1989,12,['Comedy'],97,Usa,English,['Jeremiah S. Chechik'],['John Hughes'],"['Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki', 'John Randolph']",Warner Bros.,7.6,148350,27000000,72705146,49,45705146,1.69
97967,Next of Kin,1989,10,"['Action', 'Crime', 'Thriller']",108,Usa,English,['John Irvin'],['Michael Jenning'],"['Patrick Swayze', 'Liam Neeson', 'Adam Baldwin', 'Helen Hunt', 'Andreas Katsulas']",Lorimar Film Entertainment,5.9,9269,12000000,15942628,53,3942628,0.33
97981,A Nightmare on Elm Street: The Dream Child,1989,8,"['Fantasy', 'Horror']",89,Usa,English,['Stephen Hopkins'],"['Wes Craven', 'John Skipp']","['Robert Englund', 'Lisa Wilcox', 'Kelly Jo Minter', 'Danny Hassel', 'Erika Anderson']",New Line Cinema,5.2,39826,6000000,22168359,54,16168359,2.69
97987,No Holds Barred,1989,6,"['Action', 'Sport']",93,Usa,English,['Thomas J. Wright'],['Dennis Hackin'],"['Hulk Hogan', 'Joan Severance', 'Kurt Fuller', ""Tommy 'Tiny' Lister"", 'Mark Pellegrino']",New Line Cinema,4.4,5802,8000000,16093651,31,8093651,1.01
98051,The Package,1989,8,"['Action', 'Crime', 'Drama']",108,Usa,English,['Andrew Davis'],['John Bishop'],"['Gene Hackman', 'Joanna Cassidy', 'Tommy Lee Jones', 'John Heard', 'Dennis Franz']",Orion Pictures,6.4,8453,18000000,10647219,55,-7352781,-0.41
98067,Parenthood,1989,8,"['Comedy', 'Drama']",124,Usa,English,['Ron Howard'],"['Lowell Ganz', 'Babaloo Mandel']","['Steve Martin', 'Mary Steenburgen', 'Dianne Wiest', 'Jason Robards', 'Rick Moranis']",Imagine Entertainment,7.0,43837,20000000,126297830,82,106297830,5.31
98068,Parents,1989,1,"['Comedy', 'Horror', 'Mystery']",81,Canada,English,['Bob Balaban'],['Christopher Hawthorne'],"['Randy Quaid', 'Mary Beth Hurt', 'Sandy Dennis', 'Bryan Madorsky', 'London Juno']",Great American Films Limited Partnership,6.2,6342,3000000,870532,66,-2129468,-0.71
98084,Pet Sematary,1989,6,"['Fantasy', 'Horror', 'Thriller']",103,Usa,English,['Mary Lambert'],"['Stephen King', 'Stephen King']","['Dale Midkiff', 'Fred Gwynne', 'Denise Crosby', 'Brad Greenquist', 'Michael Lombard']",Paramount Pictures,6.6,92050,11500000,57469467,38,45969467,4.0
98105,Police Academy 6: City Under Siege,1989,3,"['Comedy', 'Crime']",84,Usa,English,['Peter Bonerz'],"['Neal Israel', 'Pat Proft']","['Bubba Smith', 'David Graf', 'Michael Winslow', 'Leslie Easterbrook', 'Marion Ramsey']",Warner Bros.,4.5,27674,12000000,11567217,16,-432783,-0.04
98141,The Punisher,1989,10,"['Action', 'Crime', 'Drama']",89,Australia,English,['Mark Goldblatt'],['Boaz Yakin'],"['Dolph Lundgren', 'Louis Gossett Jr.', 'Jeroen Krabbé', 'Kim Miyori', 'Bryan Marshall']",New World Pictures (Australia),5.7,21320,9000000,,63,,
98160,The Rachel Papers,1989,10,"['Drama', 'Romance']",95,Uk,English,['Damian Harris'],"['Damian Harris', 'Martin Amis']","['Dexter Fletcher', 'Ione Skye', 'Jonathan Pryce', 'James Spader', 'Bill Paterson']",Initial Film And Television,6.1,1809,,201468,56,,
98193,The Return of Swamp Thing,1989,5,"['Action', 'Adventure', 'Comedy']",88,Usa,English,['Jim Wynorski'],"['Neil Cuthbert', 'Grant Morris']","['Louis Jourdan', 'Heather Locklear', 'Sarah Douglas', 'Dick Durock', 'Joey Sagal']",Lightyear Entertainment,4.7,4174,4000000,192816,39,-3807184,-0.95
98206,Road House,1989,5,"['Action', 'Thriller']",114,Usa,English,['Rowdy Herrington'],"['R. Lance Hill', 'R. Lance Hill']","['Patrick Swayze', 'Kelly Lynch', 'Sam Elliott', 'Ben Gazzara', 'Marshall R. Teague']",Silver Pictures,6.6,61353,17000000,30050028,36,13050028,0.77
98258,Say Anything...,1989,4,"['Comedy', 'Drama', 'Romance']",100,Usa,English,['Cameron Crowe'],['Cameron Crowe'],"['John Cusack', 'Ione Skye', 'John Mahoney', 'Lili Taylor', 'Amy Brooks']",Gracie Films,7.3,81343,,21515196,85,,
98273,Sea of Love,1989,12,"['Crime', 'Drama', 'Mystery']",113,Usa,English,['Harold Becker'],['Richard Price'],"['Al Pacino', 'Ellen Barkin', 'John Goodman', 'Michael Rooker', 'William Hickey']",Universal Pictures,6.8,37103,19000000,110879513,66,91879513,4.84
98282,"See No Evil, Hear No Evil",1989,5,"['Comedy', 'Crime']",103,Usa,English,['Arthur Hiller'],"['Earl Barret', 'Arne Sultan']","['Richard Pryor', 'Gene Wilder', 'Joan Severance', 'Kevin Spacey', 'Alan North']",Tristar Pictures,6.9,47509,18000000,46908987,44,28908987,1.61
98300,Shag,1989,7,"['Comedy', 'Drama', 'Romance']",98,Uk,English,['Zelda Barron'],"['Lanier Laney', 'Terry Sweeney']","['Phoebe Cates', 'Scott Coffey', 'Bridget Fonda', 'Annabeth Gish', 'Page Hannah']",Palace Pictures,6.4,3726,5000000,6957975,56,1957975,0.39
98308,She's Out of Control,1989,4,['Comedy'],90,Usa,English,['Stan Dragoti'],"['Seth Winston', 'Michael J. Nathanson']","['Tony Danza', 'Catherine Hicks', 'Wallace Shawn', ""Dick O'Neill"", 'Ami Dolenz']",Weintraub Entertainment Group,5.4,3907,,12065892,20,,
98309,She-Devil,1989,12,['Comedy'],99,Usa,English,['Susan Seidelman'],"['Fay Weldon', 'Barry Strugatz']","['Meryl Streep', 'Roseanne Barr', 'Ed Begley Jr.', 'Linda Hunt', 'Sylvia Miles']",Orion Pictures,5.7,15883,,15351421,45,,
98319,Shirley Valentine,1989,8,"['Comedy', 'Drama', 'Romance']",108,Uk,English,['Lewis Gilbert'],"['Willy Russell', 'Willy Russell']","['Pauline Collins', 'Tom Conti', 'Julia Mckenzie', 'Alison Steadman', 'Joanna Lumley']",Paramount Pictures,7.2,6988,,6056912,52,,
98320,Shocker,1989,10,"['Comedy', 'Horror', 'Thriller']",109,Usa,English,['Wes Craven'],['Wes Craven'],"['Mitch Pileggi', 'John Tesh', 'Heather Langenkamp', 'Peter Berg', 'Jessica Craven']",Alive Films,5.5,14570,5000000,16554699,51,11554699,2.31
98327,Der siebente Kontinent,1989,10,['Drama'],104,Austria,German,['Michael Haneke'],"['Michael Haneke', 'Johanna Teicht']","['Birgit Doll', 'Dieter Berner', 'Leni Tanzer', 'Udo Samel', 'Silvia Fenz']",Wega Film,7.7,12792,,,89,,
98382,Star Trek V: The Final Frontier,1989,6,"['Action', 'Adventure', 'Fantasy']",107,Usa,English,['William Shatner'],"['Gene Roddenberry', 'William Shatner']","['William Shatner', 'Leonard Nimoy', 'Deforest Kelley', 'James Doohan', 'Walter Koenig']",Paramount Pictures,5.5,55036,27800000,52210049,43,24410049,0.88
98384,Steel Magnolias,1989,11,"['Comedy', 'Drama', 'Romance']",117,Usa,English,['Herbert Ross'],"['Robert Harling', 'Robert Harling']","['Sally Field', 'Dolly Parton', 'Shirley Maclaine', 'Daryl Hannah', 'Olympia Dukakis']",Tristar Pictures,7.3,46226,15000000,96759512,56,81759512,5.45
98439,Tango & Cash,1989,12,"['Action', 'Comedy', 'Crime']",104,Usa,English,"['Andrey Konchalovskiy', 'Albert Magnoli']",['Randy Feldman'],"['Sylvester Stallone', 'Kurt Russell', 'Teri Hatcher', 'Jack Palance', 'Brion James']",Warner Bros.,6.4,94231,55000000,63408614,41,8408614,0.15
98453,Teen Witch,1989,4,"['Comedy', 'Fantasy', 'Romance']",90,Usa,English,['Dorian Walker'],"['Robin Menken', 'Vernon Zimmerman']","['Robyn Lively', 'Dan Gauthier', 'Joshua John Miller', 'Caren Kaye', 'Dick Sargent']",Trans World Entertainment (Twe),6.1,8057,,27843,46,,
98471,Three Fugitives,1989,5,"['Action', 'Comedy']",96,Usa,English,['Francis Veber'],['Francis Veber'],"['Nick Nolte', 'Martin Short', 'Sarah Rowland Doroff', 'James Earl Jones', 'Alan Ruck']",Touchstone Pictures,6.2,10498,15000000,40586886,40,25586886,1.71
98519,Troop Beverly Hills,1989,3,"['Adventure', 'Comedy']",105,Usa,English,['Jeff Kanew'],"['Ava Ostern Fries', 'Pamela Norris']","['Shelley Long', 'Craig T. Nelson', 'Betty Thomas', 'Mary Gross', 'Stephanie Beacham']",Fries Entertainment,5.8,9275,18000000,8508843,32,-9491157,-0.53
98536,Turner & Hooch,1989,2,"['Comedy', 'Crime', 'Drama']",97,Usa,English,['Roger Spottiswoode'],"['Dennis Shryack', 'Michael Blodgett']","['Tom Hanks', 'Mare Winningham', 'Craig T. Nelson', 'Reginald Veljohnson', 'Scott Paulin']",Touchstone Pictures,6.2,62969,13000000,71079915,36,58079915,4.47
98546,UHF,1989,7,['Comedy'],97,Usa,English,['Jay Levey'],"[""'Weird Al' Yankovic"", 'Jay Levey']","[""'Weird Al' Yankovic"", 'Victoria Jackson', 'Kevin Mccarthy', 'Michael Richards', 'David Bowe']",Cinecorp Sac,7.0,25478,5000000,6157157,32,1157157,0.23
98554,Uncle Buck,1989,8,['Comedy'],100,Usa,English,['John Hughes'],['John Hughes'],"['John Candy', 'Jean Louisa Kelly', 'Gaby Hoffmann', 'Macaulay Culkin', 'Amy Madigan']",Universal Pictures,7.0,82656,15000000,79258538,51,64258538,4.28
98575,Valmont,1989,3,"['Drama', 'Romance']",137,France,English,['Milos Forman'],"['Choderlos De Laclos', 'Jean-Claude Carrière']","['Colin Firth', 'Annette Bening', 'Meg Tilly', 'Fairuza Balk', 'Siân Phillips']",Renn Productions,7.0,12300,33000000,1132112,55,-31867888,-0.97
98577,Vampire's Kiss,1988,6,"['Comedy', 'Horror']",103,Usa,English,['Robert Bierman'],['Joseph Minion'],"['Nicolas Cage', 'Maria Conchita Alonso', 'Jennifer Beals', 'Elizabeth Ashley', 'Kasi Lemmons']",Magellan Pictures,6.0,13915,2000000,725131,31,-1274869,-0.64
98621,The War of the Roses,1989,12,"['Comedy', 'Romance']",116,Usa,English,['Danny Devito'],"['Warren Adler', 'Michael Leeson']","['Michael Douglas', 'Kathleen Turner', 'Danny Devito', 'Marianne Sägebrecht', 'Sean Astin']",Twentieth Century Fox,6.8,47221,26000000,160188546,79,134188546,5.16
98625,We're No Angels,1989,5,"['Comedy', 'Crime']",106,Usa,English,['Neil Jordan'],"['David Mamet', 'Ranald Macdougall']","['Robert De Niro', 'Sean Penn', 'Demi Moore', 'Hoyt Axton', 'Bruno Kirby']",Paramount Pictures,6.2,21281,20000000,10555348,48,-9444652,-0.47
98627,Weekend at Bernie's,1989,7,"['Adventure', 'Comedy', 'Crime']",97,Usa,English,['Ted Kotcheff'],['Robert Klane'],"['Andrew Mccarthy', 'Jonathan Silverman', 'Catherine Mary Stewart', 'Terry Kiser', 'Don Calfa']",Gladden Entertainment,6.4,47586,,30218387,32,,
98635,When Harry Met Sally...,1989,1,"['Comedy', 'Drama', 'Romance']",95,Usa,English,['Rob Reiner'],['Nora Ephron'],"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford']",Castle Rock Entertainment,7.6,190677,16000000,93083444,76,77083444,4.82
